Kaloyan,1,0,4.068061E7,1.11341781E8,280.0,9.13422793E8,1.288270371E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,1,1,1.11922928E8,8.0025494E7,293.0,7.92716689E8,1.288270371E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,1,2,-1.20184251E8,2.96056685E8,369.0,3.84737076E8,1.288270371E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,1,3,1.92214524E8,1.20184558E8,423.0,3.84736769E8,1.288270371E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,1,4,2.16034031E8,6.4166843E7,504.0,1.28355402E8,1.288270371E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,1,5,6.4087507E7,6.3576519E7,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,1,6,1.03993904E8,4.8005255E7,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,1,7,0.0,7.1845508E7,477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,2,0,3.3063497E7,5.5653652E7,407.0,7.84204924E8,1.08782338E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,2,1,9.613454E7,8.6854064E7,326.0,6.64287363E8,1.08782338E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,2,2,-9.5818014E7,2.47912395E8,572.0,3.20240428E8,1.08782338E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,2,3,1.35832916E8,9.5818229E7,592.0,3.20240213E8,1.08782338E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,2,4,2.08424666E8,8.0167314E7,493.0,1.04239983E8,1.08782338E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,2,5,3.2395688E7,7.1986366E7,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,2,6,8.7854222E7,6.3285053E7,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,2,7,0.0,1.0405568E8,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,3,0,6.4234189E7,7.9878174E7,241.0,8.64157377E8,1.175660104E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,3,1,1.2790746E8,1.11867296E8,113.0,6.88055892E8,1.175660104E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,3,2,-5.4411939E7,2.30569056E8,502.0,3.29579376E8,1.175660104E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,3,3,1.53594845E8,5.4412256E7,143.0,3.29579059E8,1.175660104E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,3,4,2.08529E8,7.1723427E7,512.0,1.04260787E8,1.175660104E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,3,5,2.4206411E7,7.1745126E7,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,3,6,8.378329E7,6.7782048E7,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
