Kaloyan,1,0,4.0011161E7,8.0016281E7,140.0,8.00321019E8,1.104360082E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,1,1,1.1193814E8,8.8126729E7,136.0,6.72183129E8,1.104360082E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,1,2,-9.5702898E7,2.47876105E8,30.0,3.12368884E8,1.104360082E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,1,3,1.84184175E8,9.5703275E7,518.0,3.12368507E8,1.104360082E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,1,4,1.92431307E8,7.2233575E7,515.0,5.5950757E7,1.104360082E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,1,5,5.5773294E7,9.5593777E7,506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,1,6,5.6300775E7,8.8096144E7,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,1,7,9.6524137E7,6.3524284E7,475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,1,8,0.0,8.744897E7,423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,2,0,4.7975862E7,8.0117473E7,140.0,8.24292526E8,1.168278184E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,2,1,1.09848982E8,8.9902116E7,136.0,6.86414548E8,1.168278184E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,2,2,-8.7871861E7,2.40078673E8,30.0,3.36486893E8,1.168278184E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,2,3,2.39983522E8,8.7871861E7,518.0,3.36486893E8,1.168278184E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,2,4,1.44206996E8,7.2138047E7,515.0,2.4365324E7,1.168278184E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,2,5,6.4493912E7,1.03848838E8,506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,2,6,5.5693625E7,8.7548274E7,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,2,7,1.12417291E8,6.4094054E7,475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,2,8,0.0,9.5578673E7,423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,3,0,7.1754424E7,6.3992107E7,140.0,8.15914374E8,1.055860138E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,3,1,1.0456813E8,8.8013832E7,136.0,6.56146118E8,1.055860138E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,3,2,-1.11696866E8,2.7932712E8,30.0,2.72250868E8,1.055860138E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,3,3,1.76331993E8,1.11696866E8,518.0,2.72250868E8,1.055860138E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,3,4,1.443501E8,7.1723085E7,515.0,2.419579E7,1.055860138E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,3,5,5.6417447E7,9.5594532E7,506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,3,6,6.4019292E7,7.9579043E7,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,3,7,1.2022454E8,5.5978699E7,475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,3,8,0.0,8.7930008E7,423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,4,0,5.587864E7,6.3776885E7,140.0,7.92170549E8,1.128447129E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,4,1,1.12297597E8,7.9582818E7,136.0,6.56709091E8,1.128447129E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kaloyan,4,2,-9.5810131E7,2.55985042E8,30.0,2.88426452E8,1.128447129E9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
